==========================================
SLURM_JOB_ID = 14488812
SLURM_JOB_NODELIST = d18-33
TMPDIR = /tmp/SLURM_14488812
==========================================

*-*-ID-*-* TRAINING GCN AGG W 2 LAYERS, 2 EDGES PER NODE ON Camelyon16

N Training Samples: 319
N Testing Samples: 80

  0%|          | 0/99 [00:00<?, ?it/s]
  1%|          | 1/99 [12:36<20:35:55, 756.69s/it]
  2%|▏         | 2/99 [26:14<21:21:28, 792.66s/it]
  3%|▎         | 3/99 [43:00<23:44:02, 890.02s/it]
  4%|▍         | 4/99 [57:05<23:00:56, 872.17s/it]
  5%|▌         | 5/99 [1:10:17<22:01:08, 843.29s/it]
  6%|▌         | 6/99 [1:23:34<21:22:39, 827.52s/it]
  7%|▋         | 7/99 [1:36:54<20:55:20, 818.70s/it]
  8%|▊         | 8/99 [1:51:29<21:08:36, 836.44s/it]
  9%|▉         | 9/99 [2:05:19<20:51:35, 834.40s/it]
 10%|█         | 10/99 [2:18:43<20:24:03, 825.21s/it]
 11%|█         | 11/99 [2:32:17<20:05:22, 821.84s/it]
 12%|█▏        | 12/99 [2:45:01<19:26:08, 804.24s/it]
 13%|█▎        | 13/99 [2:59:39<19:44:38, 826.50s/it]
 14%|█▍        | 14/99 [3:14:09<19:49:34, 839.70s/it]
 15%|█▌        | 15/99 [3:27:38<19:22:38, 830.46s/it]
 16%|█▌        | 16/99 [3:41:00<18:56:40, 821.70s/it]
 17%|█▋        | 17/99 [3:54:30<18:38:21, 818.31s/it]
 18%|█▊        | 18/99 [4:07:34<18:10:41, 807.92s/it]
 19%|█▉        | 19/99 [4:22:17<18:27:29, 830.62s/it]
 20%|██        | 20/99 [4:36:45<18:28:22, 841.81s/it]
 21%|██        | 21/99 [4:50:29<18:07:16, 836.36s/it]
 22%|██▏       | 22/99 [5:03:55<17:41:34, 827.20s/it]
 23%|██▎       | 23/99 [5:17:16<17:17:55, 819.41s/it]
 24%|██▍       | 24/99 [5:30:21<16:51:25, 809.14s/it]
 25%|██▌       | 25/99 [5:44:51<17:00:22, 827.33s/it]
 26%|██▋       | 26/99 [5:59:16<17:00:11, 838.52s/it]
 27%|██▋       | 27/99 [6:11:59<16:19:18, 816.08s/it]
 28%|██▊       | 28/99 [6:25:08<15:55:55, 807.82s/it]
 29%|██▉       | 29/99 [6:38:29<15:40:16, 805.95s/it]
 30%|███       | 30/99 [6:51:42<15:22:16, 801.98s/it]
 31%|███▏      | 31/99 [7:04:33<14:58:25, 792.73s/it]
 Training bag [0/319] bag loss: 0.7045
 Training bag [1/319] bag loss: 0.3409
 Training bag [2/319] bag loss: 0.1788
 Training bag [3/319] bag loss: 2.4970
 Training bag [4/319] bag loss: 0.1905
 Training bag [5/319] bag loss: 1.6153
 Training bag [6/319] bag loss: 1.1229
 Training bag [7/319] bag loss: 0.7174
 Training bag [8/319] bag loss: 0.4409
 Training bag [9/319] bag loss: 1.8004
 Training bag [81/319] bag loss: 0.8298
 Training bag [82/319] bag loss: 0.3291
 Training bag [83/319] bag loss: 0.6461
 Training bag [84/319] bag loss: 0.7975
 Training bag [85/319] bag loss: 0.6232
 Training bag [86/319] bag loss: 0.5389
 Training bag [87/319] bag loss: 0.8501
 Training bag [88/319] bag loss: 0.5930
 Training bag [89/319] bag loss: 0.7647
 Training bag [90/319] bag loss: 0.5365
 Training bag [91/319] bag loss: 0.9025
 Training bag [92/319] bag loss: 0.7068
 Training bag [93/319] bag loss: 0.5423
 Training bag [94/319] bag loss: 0.4441
 Training bag [95/319] bag loss: 0.3108
 Training bag [96/319] bag loss: 0.2028
 Training bag [97/319] bag loss: 0.0986
 Training bag [98/319] bag loss: 0.1382
 Training bag [99/319] bag loss: 3.0028
 Training bag [100/319] bag loss: 0.1430
 Training bag [101/319] bag loss: 0.2796
 Training bag [102/319] bag loss: 0.1584
 Training bag [103/319] bag loss: 0.1466
 Training bag [104/319] bag loss: 0.1137
 Training bag [105/319] bag loss: 2.5732
 Training bag [106/319] bag loss: 0.2284
 Training bag [107/319] bag loss: 1.3691
 Training bag [108/319] bag loss: 1.0598
 Training bag [109/319] bag loss: 0.5990
 Training bag [110/319] bag loss: 0.4867
 Training bag [111/319] bag loss: 1.0240
 Training bag [112/319] bag loss: 0.4463
 Training bag [113/319] bag loss: 0.2797
 Training bag [114/319] bag loss: 1.1221
 Training bag [115/319] bag loss: 0.8860
 Training bag [116/319] bag loss: 0.7941
 Training bag [117/319] bag loss: 0.7495
 Training bag [118/319] bag loss: 0.5356
 Training bag [119/319] bag loss: 0.7134
 Training bag [120/319] bag loss: 0.6060
 Training bag [121/319] bag loss: 0.5796
 Training bag [122/319] bag loss: 0.4394
 Training bag [123/319] bag loss: 0.2906
 Training bag [124/319] bag loss: 0.1816
 Training bag [125/319] bag loss: 2.3115
 Training bag [126/319] bag loss: 1.2928
 Training bag [127/319] bag loss: 0.4970
 Training bag [128/319] bag loss: 0.9441
 Training bag [129/319] bag loss: 0.7813
 Training bag [130/319] bag loss: 0.7682
 Training bag [131/319] bag loss: 0.6666
 Training bag [132/319] bag loss: 0.7307
 Training bag [133/319] bag loss: 0.5995
 Training bag [134/319] bag loss: 0.5457
 Training bag [135/319] bag loss: 0.7260
 Training bag [136/319] bag loss: 0.8849
 Training bag [137/319] bag loss: 0.4749
 Training bag [138/319] bag loss: 0.8974
 Training bag [139/319] bag loss: 0.7164
 Training bag [140/319] bag loss: 0.4977
 Training bag [141/319] bag loss: 0.6221
 Training bag [142/319] bag loss: 0.7000
 Training bag [143/319] bag loss: 0.7211
 Training bag [144/319] bag loss: 0.6246
 Training bag [145/319] bag loss: 0.9624
 Training bag [146/319] bag loss: 0.5043
 Training bag [147/319] bag loss: 0.9908
 Training bag [148/319] bag loss: 0.5724
 Training bag [149/319] bag loss: 0.3564
 Training bag [150/319] bag loss: 0.7334
 Training bag [151/319] bag loss: 0.5030
 Training bag [152/319] bag loss: 0.4406
 Training bag [153/319] bag loss: 0.3067
 Training bag [154/319] bag loss: 0.2479
 Training bag [155/319] bag loss: 1.4313
 Training bag [156/319] bag loss: 0.2994
 Training bag [157/319] bag loss: 0.2471
 Training bag [158/319] bag loss: 1.1301
 Training bag [159/319] bag loss: 1.0009
 Training bag [160/319] bag loss: 0.4071
 Training bag [161/319] bag loss: 0.7611
 Training bag [162/319] bag loss: 0.3057
 Training bag [163/319] bag loss: 0.6076
 Training bag [164/319] bag loss: 0.8661
 Training bag [165/319] bag loss: 0.6185
 Training bag [166/319] bag loss: 0.4044
 Training bag [167/319] bag loss: 0.3582
 Training bag [168/319] bag loss: 1.2546
 Training bag [169/319] bag loss: 0.9767
 Training bag [170/319] bag loss: 0.7481
 Training bag [171/319] bag loss: 0.6546
 Training bag [172/319] bag loss: 0.8768
 Training bag [173/319] bag loss: 0.4788
 Training bag [174/319] bag loss: 0.7801
 Training bag [175/319] bag loss: 0.7244
 Training bag [176/319] bag loss: 0.6174
 Training bag [177/319] bag loss: 0.5257
 Training bag [178/319] bag loss: 0.7015
 Training bag [179/319] bag loss: 0.8764
 Training bag [180/319] bag loss: 0.6283
 Training bag [181/319] bag loss: 0.5397
 Training bag [182/319] bag loss: 0.4612
 Training bag [183/319] bag loss: 0.3109
 Training bag [184/319] bag loss: 0.8178
 Training bag [185/319] bag loss: 0.3473
 Training bag [186/319] bag loss: 0.3723
 Training bag [187/319] bag loss: 0.2830
 Training bag [188/319] bag loss: 0.2572
 Training bag [189/319] bag loss: 1.1464
 Training bag [190/319] bag loss: 0.2482
 Training bag [191/319] bag loss: 1.2330
 Training bag [192/319] bag loss: 0.3999
 Training bag [193/319] bag loss: 0.5415
 Training bag [194/319] bag loss: 0.3386
 Training bag [195/319] bag loss: 0.3030
 Training bag [196/319] bag loss: 0.1896
 Training bag [197/319] bag loss: 0.1435
 Training bag [198/319] bag loss: 0.1284
 Training bag [199/319] bag loss: 1.9827
 Training bag [200/319] bag loss: 1.5277
 Training bag [201/319] bag loss: 0.3830
 Training bag [202/319] bag loss: 0.6242
 Training bag [203/319] bag loss: 0.3340
 Training bag [204/319] bag loss: 0.8528
 Training bag [205/319] bag loss: 0.3341
 Training bag [206/319] bag loss: 0.3023
 Training bag [207/319] bag loss: 0.4839
 Training bag [208/319] bag loss: 0.3598
 Training bag [209/319] bag loss: 0.2279
 Training bag [210/319] bag loss: 0.3820
 Training bag [211/319] bag loss: 1.2371
 Training bag [212/319] bag loss: 0.4936
 Training bag [213/319] bag loss: 0.9420
 Training bag [214/319] bag loss: 0.1891
 Training bag [215/319] bag loss: 0.7519
 Training bag [216/319] bag loss: 0.7763
 Training bag [217/319] bag loss: 0.4608
 Training bag [218/319] bag loss: 0.3578
 Training bag [219/319] bag loss: 0.2943
 Training bag [220/319] bag loss: 1.6480
 Training bag [221/319] bag loss: 0.2814
 Training bag [222/319] bag loss: 1.1350
 Training bag [223/319] bag loss: 0.2657
 Training bag [224/319] bag loss: 0.2261
 Training bag [225/319] bag loss: 0.5807
 Training bag [226/319] bag loss: 0.8707
 Training bag [227/319] bag loss: 0.6445
 Training bag [228/319] bag loss: 0.1992
 Training bag [229/319] bag loss: 0.4032
 Training bag [230/319] bag loss: 0.3267
 Training bag [231/319] bag loss: 0.4277
 Training bag [232/319] bag loss: 0.9102
 Training bag [233/319] bag loss: 0.3966
 Training bag [234/319] bag loss: 0.3437
 Training bag [235/319] bag loss: 0.3425
 Training bag [236/319] bag loss: 0.3322
 Training bag [237/319] bag loss: 0.9503
 Training bag [238/319] bag loss: 0.2896
 Training bag [239/319] bag loss: 0.4202
 Training bag [240/319] bag loss: 0.1836
 Training bag [241/319] bag loss: 0.1447
 Training bag [242/319] bag loss: 0.1132
 Training bag [243/319] bag loss: 0.2327
 Training bag [244/319] bag loss: 1.2601
 Training bag [245/319] bag loss: 0.0984
 Training bag [246/319] bag loss: 0.1134
 Training bag [247/319] bag loss: 0.1162
 Training bag [248/319] bag loss: 0.5973
 Training bag [249/319] bag loss: 0.1308
 Training bag [250/319] bag loss: 0.0663
 Training bag [251/319] bag loss: 0.0415
 Training bag [252/319] bag loss: 0.0406
 Training bag [253/319] bag loss: 3.3143
 Training bag [254/319] bag loss: 0.0891
 Training bag [255/319] bag loss: 0.1272
 Training bag [256/319] bag loss: 0.6868
 Training bag [257/319] bag loss: 0.2865
 Training bag [258/319] bag loss: 0.2874
 Training bag [259/319] bag loss: 0.2904
 Training bag [260/319] bag loss: 0.1644
 Training bag [261/319] bag loss: 0.5311
 Training bag [262/319] bag loss: 0.3388
 Training bag [263/319] bag loss: 0.5000
 Training bag [264/319] bag loss: 0.2776
 Training bag [265/319] bag loss: 0.1734
 Training bag [266/319] bag loss: 0.1677
 Training bag [267/319] bag loss: 0.6491
 Training bag [268/319] bag loss: 0.6065
 Training bag [269/319] bag loss: 0.1730
 Training bag [270/319] bag loss: 0.8687
 Training bag [271/319] bag loss: 0.1506
 Training bag [272/319] bag loss: 0.1506
 Training bag [273/319] bag loss: 0.3245
 Training bag [274/319] bag loss: 0.3353
 Training bag [275/319] bag loss: 0.1807
 Training bag [276/319] bag loss: 0.3334
 Training bag [277/319] bag loss: 2.0679
 Training bag [278/319] bag loss: 0.3026
 Training bag [279/319] bag loss: 0.4516
 Training bag [280/319] bag loss: 0.1469
 Training bag [281/319] bag loss: 0.1635
 Training bag [282/319] bag loss: 1.2896
 Training bag [283/319] bag loss: 0.3244
 Training bag [284/319] bag loss: 1.5052
 Training bag [285/319] bag loss: 0.5925
 Training bag [286/319] bag loss: 0.1593
 Training bag [287/319] bag loss: 0.5087
 Training bag [288/319] bag loss: 0.3475
 Training bag [289/319] bag loss: 0.3249
 Training bag [290/319] bag loss: 0.2323
 Training bag [291/319] bag loss: 0.1974
 Training bag [292/319] bag loss: 0.1292
 Training bag [293/319] bag loss: 0.0767
 Training bag [294/319] bag loss: 0.0628
 Training bag [295/319] bag loss: 0.0452
 Training bag [296/319] bag loss: 1.5240
 Training bag [297/319] bag loss: 1.1108
 Training bag [298/319] bag loss: 2.1653
 Training bag [299/319] bag loss: 0.2093
 Training bag [300/319] bag loss: 0.5678
 Training bag [301/319] bag loss: 0.2190
 Training bag [302/319] bag loss: 0.4718
 Training bag [303/319] bag loss: 0.4573
 Training bag [304/319] bag loss: 0.2468
 Training bag [305/319] bag loss: 0.1947
 Training bag [306/319] bag loss: 0.5842
 Training bag [307/319] bag loss: 0.1569
 Training bag [308/319] bag loss: 0.1368
 Training bag [309/319] bag loss: 0.1296
 Training bag [310/319] bag loss: 0.0476
 Training bag [311/319] bag loss: 2.8078
 Training bag [312/319] bag loss: 0.0946
 Training bag [313/319] bag loss: 0.1457
 Training bag [314/319] bag loss: 0.1328
 Training bag [315/319] bag loss: 0.0950
 Training bag [316/319] bag loss: 1.0108
 Training bag [317/319] bag loss: 0.2686
 Training bag [318/319] bag loss: 1.1465
 Testing bag [0/80] bag loss: 0.4307
 Testing bag [1/80] bag loss: 0.4442
 Testing bag [2/80] bag loss: 0.3526
 Testing bag [3/80] bag loss: 0.2811
 Testing bag [4/80] bag loss: 0.1740
 Testing bag [5/80] bag loss: 0.1719
 Testing bag [6/80] bag loss: 0.1788
 Testing bag [7/80] bag loss: 0.3039
 Testing bag [8/80] bag loss: 0.8405
 Testing bag [9/80] bag loss: 0.4254
 Testing bag [10/80] bag loss: 0.2842
 Testing bag [11/80] bag loss: 0.7420
 Testing bag [12/80] bag loss: 0.5181
 Testing bag [13/80] bag loss: 0.1962
 Testing bag [14/80] bag loss: 0.4381
 Testing bag [15/80] bag loss: 0.3675
 Testing bag [16/80] bag loss: 0.4627
 Testing bag [17/80] bag loss: 0.1729
 Testing bag [18/80] bag loss: 0.2902
 Testing bag [19/80] bag loss: 0.6452
 Testing bag [20/80] bag loss: 0.3992
 Testing bag [21/80] bag loss: 0.3218
 Testing bag [22/80] bag loss: 0.1717
 Testing bag [23/80] bag loss: 0.4654
 Testing bag [24/80] bag loss: 1.1179
 Testing bag [25/80] bag loss: 0.3496
 Testing bag [26/80] bag loss: 0.2955
 Testing bag [27/80] bag loss: 0.4351
 Testing bag [28/80] bag loss: 0.2175
 Testing bag [29/80] bag loss: 0.3180
 Testing bag [30/80] bag loss: 0.2698
 Testing bag [31/80] bag loss: 0.3760
 Testing bag [32/80] bag loss: 0.3345
 Testing bag [33/80] bag loss: 0.4037
 Testing bag [34/80] bag loss: 0.1743
 Testing bag [35/80] bag loss: 0.4021
 Testing bag [36/80] bag loss: 0.3499
 Testing bag [37/80] bag loss: 0.1763
 Testing bag [38/80] bag loss: 0.3303
 Testing bag [39/80] bag loss: 0.3191
 Testing bag [40/80] bag loss: 0.5968
 Testing bag [41/80] bag loss: 0.4942
 Testing bag [42/80] bag loss: 0.3277
 Testing bag [43/80] bag loss: 0.3382
 Testing bag [44/80] bag loss: 0.3876
 Testing bag [45/80] bag loss: 0.4972
 Testing bag [46/80] bag loss: 0.3535
 Testing bag [47/80] bag loss: 0.1761
 Testing bag [48/80] bag loss: 0.2996
 Testing bag [49/80] bag loss: 0.4371
 Testing bag [50/80] bag loss: 0.1824
 Testing bag [51/80] bag loss: 0.2853
 Testing bag [52/80] bag loss: 0.8783
 Testing bag [53/80] bag loss: 1.1164
 Testing bag [54/80] bag loss: 0.6060
 Testing bag [55/80] bag loss: 0.4387
 Testing bag [56/80] bag loss: 0.1721
 Testing bag [57/80] bag loss: 0.7089
 Testing bag [58/80] bag loss: 0.9269
 Testing bag [59/80] bag loss: 0.3904
 Testing bag [60/80] bag loss: 0.3697
 Testing bag [61/80] bag loss: 0.1762
 Testing bag [62/80] bag loss: 0.3894
 Testing bag [63/80] bag loss: 1.7699
 Testing bag [64/80] bag loss: 0.2790
 Testing bag [65/80] bag loss: 0.3472
 Testing bag [66/80] bag loss: 0.3224
 Testing bag [67/80] bag loss: 0.7366
 Testing bag [68/80] bag loss: 0.6927
 Testing bag [69/80] bag loss: 0.4877
 Testing bag [70/80] bag loss: 0.3323
 Testing bag [71/80] bag loss: 0.3021
 Testing bag [72/80] bag loss: 0.2368
 Testing bag [73/80] bag loss: 0.5372
 Testing bag [74/80] bag loss: 0.3664
 Testing bag [75/80] bag loss: 0.3743
 Testing bag [76/80] bag loss: 0.1720
 Testing bag [77/80] bag loss: 0.1743
 Testing bag [78/80] bag loss: 0.4104
 Testing bag [79/80] bag loss: 1.2593
 Epoch [1/100] train loss: 0.6312 test loss: 0.4287, average score: 0.8625, AUC: class-0>>0.9493333333333334|class-1>>0.95
TRUE LABELS
[1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]
PREDICTIONS
[1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0]
--------------------------------------------------
Best model saved at: weights/04192023/7_361.pth
Best thresholds ===>>> class-0>>0.5472075939178467|class-1>>0.507837176322937

 Training bag [0/319] bag loss: 0.1812
 Training bag [1/319] bag loss: 0.4759
 Training bag [2/319] bag loss: 0.1614
 Training bag [3/319] bag loss: 0.1779
 Training bag [4/319] bag loss: 0.4762
 Training bag [5/319] bag loss: 0.3746
 Training bag [6/319] bag loss: 0.2904
 Training bag [7/319] bag loss: 0.3101
 Training bag [8/319] bag loss: 0.2278
 Training bag [9/319] bag loss: 1.9229
 Training bag [10/319] bag loss: 0.2235
 Training bag [11/319] bag loss: 0.6629
 Training bag [12/319] bag loss: 0.3066
 Training bag [13/319] bag loss: 1.3304
 Training bag [14/319] bag loss: 0.3566
 Training bag [15/319] bag loss: 0.1865
 Training bag [16/319] bag loss: 0.2808
 Training bag [17/319] bag loss: 0.1795
 Training bag [18/319] bag loss: 0.2198
 Training bag [19/319] bag loss: 0.1757
 Training bag [20/319] bag loss: 0.4051
 Training bag [21/319] bag loss: 0.2972
 Training bag [22/319] bag loss: 0.2736
 Training bag [23/319] bag loss: 0.2232
 Training bag [24/319] bag loss: 0.1470
 Training bag [25/319] bag loss: 1.0145
 Training bag [26/319] bag loss: 0.2807
 Training bag [27/319] bag loss: 0.7321
 Training bag [28/319] bag loss: 0.4738
 Training bag [29/319] bag loss: 0.1540
 Training bag [30/319] bag loss: 0.3539
 Training bag [31/319] bag loss: 0.2062
 Training bag [32/319] bag loss: 0.7373
 Training bag [33/319] bag loss: 0.1485
 Training bag [34/319] bag loss: 1.9578
 Training bag [35/319] bag loss: 1.1725
 Training bag [36/319] bag loss: 0.3022
 Training bag [37/319] bag loss: 0.3525
 Training bag [38/319] bag loss: 0.2902
 Training bag [39/319] bag loss: 0.1749
 Training bag [40/319] bag loss: 0.8528
 Training bag [41/319] bag loss: 0.1425
 Training bag [42/319] bag loss: 0.1313
 Training bag [43/319] bag loss: 0.0733
 Training bag [44/319] bag loss: 0.0407
 Training bag [45/319] bag loss: 0.0270
 Training bag [46/319] bag loss: 0.0344
 Training bag [47/319] bag loss: 1.8774
 Training bag [48/319] bag loss: 1.3868
 Training bag [49/319] bag loss: 0.6396
 Training bag [50/319] bag loss: 0.1918
 Training bag [51/319] bag loss: 0.8009
 Training bag [52/319] bag loss: 1.5098
 Training bag [53/319] bag loss: 0.6915
 Training bag [54/319] bag loss: 0.2246
 Training bag [55/319] bag loss: 0.2663
 Training bag [56/319] bag loss: 0.2611
 Training bag [57/319] bag loss: 0.6944
 Training bag [58/319] bag loss: 0.2619
 Training bag [59/319] bag loss: 0.2221
 Training bag [60/319] bag loss: 0.2523
 Training bag [61/319] bag loss: 0.2014
 Training bag [62/319] bag loss: 0.2424
 Training bag [63/319] bag loss: 0.2704
 Training bag [64/319] bag loss: 0.1501
 Training bag [65/319] bag loss: 0.6678
 Training bag [66/319] bag loss: 0.1706
 Training bag [67/319] bag loss: 0.1792
 Training bag [68/319] bag loss: 0.3126
 Training bag [69/319] bag loss: 1.6700
 Training bag [70/319] bag loss: 0.2460
 Training bag [71/319] bag loss: 0.6308
 Training bag [72/319] bag loss: 0.1455
 Training bag [73/319] bag loss: 0.1362
 Training bag [74/319] bag loss: 0.5176
 Training bag [75/319] bag loss: 0.1467
 Training bag [76/319] bag loss: 0.3123
 Training bag [77/319] bag loss: 0.3024
 Training bag [78/319] bag loss: 0.3498
 Training bag [79/319] bag loss: 0.2705
 Training bag [80/319] bag loss: 0.1957
 Training bag [81/319] bag loss: 1.6662
 Training bag [82/319] bag loss: 0.4084
 Training bag [83/319] bag loss: 0.2639
 Training bag [84/319] bag loss: 0.2941
 Training bag [85/319] bag loss: 0.7277
 Training bag [86/319] bag loss: 1.1070
 Training bag [87/319] bag loss: 0.6035
 Training bag [88/319] bag loss: 0.1834
 Training bag [89/319] bag loss: 0.6425
 Training bag [90/319] bag loss: 1.2415
 Training bag [91/319] bag loss: 0.2078
 Training bag [92/319] bag loss: 0.3321
 Training bag [93/319] bag loss: 0.7053
